Unnamed: 0,Authors,Title,Citation,DOI,Year,Month,0,1,2,3,FINDINGS,Reported,Correction Date,Retraction,Correction,No Action,"SUM 
Completed",affiliation,lab_size,Highest_degree,Degree_area,Publication Rate,Other Journals Published In,duration of Career(Years)
190,"CC Jiang, A Croft, H-Y Tseng, ST Guo, L Jin, P Hersey, and XD Zhang",Repression of microRNA-768-3p by MEK/ERK signalling contributes to enhanced mRNA translation in human melanoma,"Oncogene (2014) 33, 2577Ä2588",10.1038/onc.2013.237,2013,,,,,1,Duplicated bands within same blot panel,1,11/17/2016,,1.0,,1,"1] Priority Research Centre for Cancer Research, University of Newcastle, Callaghan, NSW, Australia [2] School of Medicine and Public Health, University of Newcastle, Callaghan, NSW, Australia.",15,PhD,N/A,75.0,300,4
191,"Z Zhang, X Liu, B Feng, N Liu, Q Wu, Y Han, Y Nie, K Wu, Y Shi, and D Fan","STIM1, a direct target of microRNA-185, promotes tumor metastasis and is associated with poor prognosis in colorectal cancer","Oncogene (2014), 1Ä13",10.1038/onc.2014.404,2014,,,,1.0,,Overlapping microscopy images,1,11/17/2016,,1.0,,1,"State Key Laboratory of Cancer Biology and Xijing Hospital of Digestive Diseases, The Fourth Military Medical University, Xi'an, Shaanxi, People's Republic of China.",21,,N/A,60.0,300,5
192,"T-I Hsu, S-C Lin, P-S Lu, W-C Chang, C-Y Hung, Y-M Yeh, W-C Su, P-C Liao, and J-J Hung",MMP7-mediated cleavage of nucleolin at Asp255 induces MMP9 expression to promote tumor malignancy,"Oncogene (2015) 34, 826Ä837",10.1038/onc.2014.22,2014,,,,1.0,,Overlapping microscopy images,1,2/9/2017,,1.0,,1,"1] Institute of Bioinformatics and Biosignal Transduction, College of Bioscience and Biotechnology, National Cheng-Kung University, Tainan, Taiwan [2] Center for Infection Disease and Signal Transduction, National Cheng-Kung University, Tainan, Taiwan.",19,PhD in Oncology,N/A,0.2682926829268293,11,41
193,"Emmanuel Dornier, Franck Coumailleau, Jean-Franc_ois Ottavi, Julien Moretti, Claude Boucheix, Philippe Mauduit, FranÅ¤ois Schweisguth, and Eric Rubinstein 1",TspanC8 tetraspanins regulate ADAM10/Kuzbanian trafficking and promote Notch activation in flies and mammals,J. Cell Biol. Vol. 199 No. 3 481Ä496,10.1083/jcb.201201133,2012,,,,,1,Manipulated FACS plots,1,5/23/2016,,1.0,,1,"Institut National de la Santé et de la Recherche Médicale, U1004, F-94807 Villejuif, France.",17,,N/A,1.5714285714285714,11,7
194,"HIROFUMI YAMAMOTO, RYOTA OSHIRO, MASAHISA OHTSUKA, MAMORU UEMURA, NAOTSUGU HARAGUCHI, JUNICHI NISHIMURA, ICHIRO TAKEMASA, TSUNEKAZU MIZUSHIMA, YUICHIRO DOKI and MASAKI MORI",Distinct expression of C4.4A in colorectal cancer detected by different antibodies,"INTERNATIONAL JOURNAL OF ONCOLOGY 42: 197-201, 2013",10.3892/ijo.2012.1714,2012,,,1.0,,,Duplicated blot,1,9/16/2016,,1.0,,1,"Department of Surgery, Gastroenterological Surgery, Graduate School of Medicine, Osaka University, Suita, Osaka, Japan.",21,Doctor of Philosophy,N/A,30.0,300,10
195,"BO LI, YUEHUA YANG, SHENGDAN JIANG, BINBIN NI, KE CHEN, and LEISHENG JIANG",Adenovirus-mediated overexpression of BMP-9 inhibits human osteosarcoma cell growth and migration through downregulation of the PI3K/AKT pathway,"INTERNATIONAL JOURNAL OF ONCOLOGY 41: 1809-1819, 2012",10.3892/ijo.2012.1617,2012,,,1.0,,,Duplicated blot panel,1,9/28/2016,,1.0,,1,"Department of Orthopedic Surgery, Xinhua Hospital, Shanghai Jiaotong University, School of Medicine, Shanghai 200092, P.R. China.",13,,N/A,37.5,300,8
196,"EUN YOUNG GIL, UK HYUN JO, HOISEON JEONG, YOUNG MI WHANG, OK HEE WOO, KYU RAN CHO, JAE HONG SEO, AEREE KIM, EUN SOOK LEE, INSONG KOH, YEUL HONG KIM, and KYONG HWA PARK",Promoter methylation of RASSF1A modulates the effect of the microtubule-targeting agent docetaxel in breast cancer,"INTERNATIONAL JOURNAL OF ONCOLOGY 41: 611-620, 2012",10.3892/ijo.2012.1470,2012,,,,,1,"Duplicated, mirrored bands within same panels",1,3/7/2017,,1.0,,1,"Division of Oncology/Hematology, Department of Internal Medicine, Korea University College of Medicine, Seoul, Republic of Korea.",25,PhD,Biology,0.5,3,6
197,"YUKI FUJISE, JUN-ICHI OKANO, TAKAKAZU NAGAHARA, RYO ABE, RYU IMAMOTO, and YOSHIKAZU MURAWAKI",Preventive effect of caffeine and curcumin on hepato_ carcinogenesis in diethylnitrosamine_induced rats,"INTERNATIONAL JOURNAL OF ONCOLOGY 40: 1779-1788, 2012",10.3892/ijo.2012.1343,2012,,,1.0,,,Duplicated microscopy images,1,6/15/2016,,1.0,,1,"Second Department of Internal Medicine, Tottori University School of Medicine, Tottori 683-8504, Japan.",13,PhD,N/A,2.5,20,8
198,"CHIACHEN CHEN, YUAN-CHING CHANG, MICHAEL S. LAN, and MARY BRESLIN",Leptin stimulates ovarian cancer cell growth and inhibits apoptosis by increasing cyclin D1 and Mcl-1 expression via the activation of the MEK/ERK1/2 and PI3K/Akt signaling pathways,"INTERNATIONAL JOURNAL OF ONCOLOGY 42: 1113-1119, 2013",10.3892/ijo.2013.1789,2013,,,,1.0,,Duplicated and mirrored blot,1,6/6/2016,,1.0,,1,"Department of Veterinary Medicine, School of Veterinary Medicine, National Taiwan University, Taipei, Taiwan, R.O.C.",9,,Social Science,0.9523809523809523,20,21
199,"WEI YANG, XIAOYUAN WANG, WEI ZHENG, KEDONG LI, HAOFENG LIU, and YUEMING SUN",Genetic and epigenetic alterations are involved in the regulation of TPM1 in cholangiocarcinoma,"INTERNATIONAL JOURNAL OF ONCOLOGY 42: 690-698, 2013",10.3892/ijo.2012.1741,2012,,,1.0,,,"Duplicated blot panels, multiple cases",1,10/24/2016,,1.0,,1,"Department of Minimally Invasive Surgery, The First Affiliated Hospital of Nanjing Medical University, Nanjing 210029, P.R. China.",13,PhD,Biology,0.8,4,5
200,"MICHIYO YAMAMURA, KAZUMA NOGUCHI, YOSHIRO NAKANO, EMI SEGAWA, YUSUKE ZUSHI, KAZUKI TAKAOKA, HIROMITSU KISHIMOTO, TOMOKO HASHIMOTO-TAMAOKI, and MASAHIRO URADE",Functional analysis of Zyxin in cell migration and invasive potential of oral squamous cell carcinoma cells,"INTERNATIONAL JOURNAL OF ONCOLOGY 42: 873-880, 2013",10.3892/ijo.2013.1761,2013,,,,1.0,,"Shifted blots, representing different proteins",1,9/22/2016,,1.0,,1,"Department of Oral and Maxillofacial Surgery, Hyogo College of Medicine, Nishinomiya, Hyogo 663-8501, Japan.",19,,Biology,1.7,17,10
201,"TONI IBRAHIM, CHIARA LIVERANI, LAURA MERCATALI, EMANUELE SACANNA, MICHELE ZANONI, FRANCESCO FABBRI, WAINER ZOLI, and DINO AMADORI",Cisplatin in combination with zoledronic acid: A synergistic effect in triple-negative breast cancer cell lines,"INTERNATIONAL JOURNAL OF ONCOLOGY 42: 1263-1270, 2013",10.3892/ijo.2013.1809,2013,,,1.0,,,Duplicated microscopy images,1,7/6/2016,,1.0,,1,"Osteoncology Center, IRCCS Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori (I.R.S.T.), I-47014 Meldola (FC), Italy. t.ibrahim@irst.emr.it",17,,N/A,17.11111111111111,154,9
202,"LI MA, YUEPING LIU, CUIZHI GENG, XIAOWEI QI, and JUN JIANG",Estrogen receptor _ inhibits estradiol-induced proliferation and migration of MCF-7 cells through regulation of mitofusin 2,"INTERNATIONAL JOURNAL OF ONCOLOGY 42: 1993-2000, 2013",10.3892/ijo.2013.1903,2013,,,,1.0,,Overlapping microscopy images,1,9/16/2016,,1.0,,1,"Breast Disease Center, Southwest Hospital, Third Military Medical University, Chongqing, P.R. China.",11,PhD,N/A,150.0,300,2
203,"Steffen Zender, Irina Nickeleit, Torsten Wuestefeld, Inga So _rensen, Daniel Dauch, Przemyslaw Bozko, Mona El-Khatib, Robert Geffers, Hueseyin Bektas, Michael P. Manns, Achim Gossler, Ludwig Wilkens, Ruben Plentz, Lars Zender, and Nisar P. Malek",A Critical Role for Notch Signaling in the Formation of Cholangiocellular Carcinomas,"Cancer Cell 23, 784Ä795, June 10, 2013",10.1016/j.ccr.2013.04.019,2013,,,1.0,,,"Duplicated blots, multiple cases",1,8/8/2016,,1.0,,1,"a Institut für Pathologie , Universitätsmedizin Greifswald , Greifswald , Germany.",9,PhD,N/A,0.8125,13,16
204,"Luke Martin McCaffrey, JoAnne Montalbano, Constantina Mihai, and Ian G. Macara",Loss of the Par3 Polarity Protein Promotes Breast Tumorigenesis and Metastasis,"Cancer Cell 22, 601Ä614, November 13, 2012",10.1016/j.ccr.2012.10.003,2012,,,,1.0,,"Duplicated blot, stretched",1,8/8/2016,,1.0,,1,"Department of Medical Oncology, Fudan University Shanghai Cancer Center, Department of Oncology, Shanghai Medical College, Fudan University, 270 Dong'an Road, Xuhui District, Shanghai, 200032, PR China; NHC Key Laboratory of Glycoconjugate Research, Department of Biochemistry and Molecular Biology, School of Basic Medical Sciences, Fudan University, 130 Dong'an Road, Xuhui District, Shanghai, 200032, PR China.",19,,N/A,0.7333333333333333,11,15
205,"Lu Wang, Zibo Zhao, Mark B. Meyer, Sandeep Saha, Menggang Yu, Ailan Guo, Kari B. Wisinski, Wei Huang, Weibo Cai, J. Wesley Pike, Ming Yuan, Paul Ahlquist, and Wei Xu",CARM1 Methylates Chromatin Remodeling Factor BAF155 to Enhance Tumor Progression and Metastasis,"Cancer Cell 25, 21Ä36, January 13, 2014",10.1016/j.ccr.2013.12.007,2014,,,,,1,"Overlapping microscopy, manipulated images of mice",1,7/11/2016,,1.0,,1,"McArdle Laboratory for Cancer Research, University of Wisconsin-Madison, Madison, WI 53706, USA.",27,PhD,N/A,100.0,300,3
206,"Corentin Herbert, Ulrich Schieborr, Krishna Saxena, Jarek Juraszek, Frederik De Smet, Chantal Alcouffe, Marc Bianciotto, Giorgio Saladino, David Sibrac, Denis Kudlinzki, Sridhar Sreeramulu, Alan Brown, Patrice Rigon, Jean-Pascal Herault, Gilbert Lassalle,1 Tom L. Blundell, Frederic Rousseau, Ann Gils, Joost Schymkowitz, Peter Tompa, Jean-Marc Herbert, Peter Carmeliet, Francesco Luigi Gervasio, Harald Schwalbe, and Francoise Bono","Molecular Mechanism of SSR128129E, an Extracellularly Acting, Small-Molecule, Allosteric Inhibitor of FGF Receptor Signaling","Cancer Cell 23, 489Ä501, April 15, 2013",10.1016/j.ccr.2013.02.018,2013,,,1.0,,,Duplicated blots,1,7/11/2016,,1.0,,1,"E2C and LGCR-SDI Department, Sanofi Research and Development, 31100 Toulouse, France.",51,,N/A,2.0,18,9
207,"Janice D. Thomas, Yan-Jie Zhang, Yue-Hua Wei, Jun-Hung Cho, Laura E. Morris, Hui-Yun Wang, and X.F. Steven Zheng",Rab1A Is an mTORC1 Activator and a Colorectal Oncogene,"Cancer Cell 26, 754Ä769, November 10, 2014",10.1016/j.ccell.2014.09.008,2014,,,,1.0,,Mirrored blot,1,7/11/2016,,1.0,,1,None,15,,Medicine,0.8,4,5
208,"King Ching Ho, Zhonghua Zhou, Yi-Min She, Alex Chun, Terry D. Cyr, and Xiaolong Yang",Itch E3 ubiquitin ligase regulates large tumor suppressor 1 stability,"PNAS | March 22, 2011 | vol. 108 | no. 12, 870Ä4875",10.1073/pnas.1101273108,2011,,,,1.0,,,1,9/12/2016,,1.0,,1,"Department of Pathology and Molecular Medicine, Queen's University, Kingston, ON, Canada K7L 3N6.",13,,N/A,1.1666666666666667,7,6
209,"Nathalie Delgehyr, Uta Wieland, He_lÅ¹ne Rangone, Xavier Pinson, Guojie Mao, Nikola S. Dzhindzhev, Doris McLean,5, Maria G. Riparbelli, Salud Llamazares, Giuliano Callaini, Cayetano Gonzalez, and David M. GloverR","Drosophila Mgr, a Prefoldin subunit cooperating with von Hippel Lindau to regulate tubulin stability","PNAS | April 10, 2012 | vol. 109 | no. 15 | 5729Ä5734",10.1073/pnas.1108537109,2012,,,1.0,,,,1,11/14/2016,,1.0,,1,"Department of Genetics, Cancer Research United Kingdom Cell Cycle Genetics Research Group,  University of Cambridge, Cambridge CB2 3EH,  United Kingdom.",25,,N/A,1.1818181818181819,13,11
210,"Rajesh K. Grover, Julong Cheng, Yingjie Peng, Teresa M. Jones, Diana I. Ruiz, Richard J. Ulevitch, John I. Glass, Edward A. Dennis, Daniel R. Salomon, and Richard A. Lerner",The costimulatory immunogen LPS induces the B-Cell clones that infiltrate transplanted human kidneys,"PNAS _ April 17, 2012 _ vol. 109 _ no. 16, 6036Ä6041",10.1073/pnas.1202214109,2012,,,1.0,,,,1,10/17/2016,,1.0,,1,"Departments of Molecular Biology, The Scripps Research Institute, La Jolla, CA 92037, USA.",21,,N/A,2.176470588235294,37,17
211,"Kevin Y. Lee, Yuji Yamamoto, Jeremie Boucher, Jonathon N. Winnay, Stephane Gesta, John Cobb, Matthias Blu_her, and C. Ronald Kahn",Shox2 is a molecular determinant of depot-specific adipocyte function,"PNAS | July 9, 2013 | vol. 110 | no. 28 | 11409Ä11414",10.1073/pnas.1310331110,2013,,,1.0,,,,1,4/11/2016,,1.0,,1,"Section on Integrative Physiology and Metabolism, Joslin Diabetes Center, Harvard Medical School, Boston, MA 02215, USA.",17,PhD,N/A,2.7222222222222223,49,18
212,"Shuyu Ren, Bryce G. Johnson, Yujiro Kida, Colin Ip, Kathryn C. Davidson, Shuei-Liong Lin, Akio Kobayashi, Richard A. Lang, Anna-Katerina Hadjantonakis, Randall T. Moon, and Jeremy S. Duffield",LRP-6 is a coreceptor for multiple fibrogenic signaling pathways in pericytes and myofibroblasts that are inhibited by DKK-1,"PNAS | January22,2013 | vol.110 | no.4 | 1441",10.1073/pnas.1211179110,2013,,,,1.0,,,1,11/14/2016,,1.0,,1,"Division of Nephrology and Center for Lung Biology, Department of Medicine and Pathology, University of Washington, Seattle, WA 98109, USA.",23,,N/A,3.272727272727273,36,11
213,"Zhongyuan Wang, Yanping Wu, Haifeng Wang, Yangqing Zhang, Lin Mei, Xuexun Fang, Xudong Zhang, Fang Zhang, Hongbo Chen, Ying Liu, Yuyang Jiang, Shengnan Sun, Yi Zheng, Na Li, and Laiqiang Huang",Interplay of mevalonate and Hippo pathways regulates RHAMM transcription via YAP to modulate breast cancer cell motility,"PNAS | Published online December 23, 2013 | E89ÄE98",10.1073/pnas.1319190110,2014,,,,1.0,,,1,11/14/2016,,1.0,,1,"School of Life Sciences, Tsinghua University, Beijing 100084, China.",31,,N/A,15.875,127,8
